地区,国家,确诊,疑似,治愈,死亡,日期
贵州省,中国,3,,0,0,2020-01-23
海南省,中国,5,,0,0,2020-01-23
湖南省,中国,9,,0,0,2020-01-23
吉林省,中国,1,,0,0,2020-01-23
新疆维吾尔自治区,中国,2,,0,0,2020-01-23
安徽省,中国,9,,0,0,2020-01-23
江苏省,中国,9,,0,0,2020-01-24
河北省,中国,2,,0,1,2020-01-24
广东省,中国,53,,2,0,2020-01-24
江西省,中国,7,,0,0,2020-01-24
河南省,中国,9,,0,0,2020-01-24
浙江省,中国,43,,1,0,2020-01-24
辽宁省,中国,4,,0,0,2020-01-24
福建省,中国,10,,0,0,2020-01-24
北京市,中国,36,,1,0,2020-01-24
湖北省,中国,549,,31,24,2020-01-24
山东省,中国,15,,0,0,2020-01-24
澳门,中国,2,,0,0,2020-01-24
上海市,中国,20,,1,0,2020-01-24
蒙古,中国,2,,0,0,2020-01-24
甘肃省,中国,2,,0,0,2020-01-24
重庆市,中国,27,,0,0,2020-01-24
香港,中国,2,,0,0,2020-01-24
台湾,中国,1,,0,0,2020-01-24
黑龙江省,中国,4,,0,1,2020-01-24
四川省,中国,15,,0,0,2020-01-24
陕西省,中国,5,,0,0,2020-01-24
广西壮族自治区,中国,13,,0,0,2020-01-24
天津市,中国,8,,0,0,2020-01-24
内蒙古自治区,中国,2,,0,0,2020-01-24
贵州省,中国,3,,0,0,2020-01-24
云南省,中国,5,,0,0,2020-01-24
海南省,中国,8,,0,0,2020-01-24
宁夏回族自治区,中国,2,,0,0,2020-01-24
湖南省,中国,24,,0,0,2020-01-24
山西省,中国,1,,0,0,2020-01-24
吉林省,中国,3,,0,0,2020-01-24
新疆维吾尔自治区,中国,2,,0,0,2020-01-24
安徽省,中国,15,,0,0,2020-01-24
青海省,中国,0,,0,0,2020-01-24
江苏省,中国,18,,1,0,2020-01-25
河北省,中国,8,,0,1,2020-01-25
广东省,中国,78,,2,0,2020-01-25
江西省,中国,18,,0,0,2020-01-25
河南省,中国,32,,0,0,2020-01-25
浙江省,中国,62,,1,0,2020-01-25
辽宁省,中国,16,,0,0,2020-01-25
福建省,中国,18,,0,0,2020-01-25
北京市,中国,41,,2,0,2020-01-25
湖北省,中国,730,,32,39,2020-01-25
山东省,中国,27,,0,0,2020-01-25
上海市,中国,33,,1,0,2020-01-25
蒙古,中国,7,,0,0,2020-01-25
甘肃省,中国,4,,0,0,2020-01-25
重庆市,中国,57,,0,0,2020-01-25
香港,中国,5,,0,0,2020-01-25
台湾,中国,3,,0,0,2020-01-25
黑龙江省,中国,9,,0,1,2020-01-25
四川省,中国,28,,0,0,2020-01-25
陕西省,中国,15,,0,0,2020-01-25
广西壮族自治区,中国,23,,0,0,2020-01-25
天津市,中国,10,,0,0,2020-01-25
内蒙古自治区,中国,7,,0,0,2020-01-25
贵州省,中国,4,,0,0,2020-01-25
云南省,中国,11,,0,0,2020-01-25
海南省,中国,19,,0,0,2020-01-25
宁夏回族自治区,中国,3,,0,0,2020-01-25
湖南省,中国,43,,0,0,2020-01-25
山西省,中国,6,,0,0,2020-01-25
吉林省,中国,4,,0,0,2020-01-25
新疆维吾尔自治区,中国,3,,0,0,2020-01-25
安徽省,中国,39,,0,0,2020-01-25
青海省,中国,1,,0,0,2020-01-25
江苏省,中国,33,,1,0,2020-01-26
河北省,中国,13,,0,1,2020-01-26
广东省,中国,111,,2,0,2020-01-26
江西省,中国,36,,0,0,2020-01-26
河南省,中国,83,,0,1,2020-01-26
浙江省,中国,104,,1,0,2020-01-26
辽宁省,中国,21,,0,0,2020-01-26
福建省,中国,35,,0,0,2020-01-26
北京市,中国,68,,2,0,2020-01-26
湖北省,中国,1058,,42,52,2020-01-26
山东省,中国,46,,0,0,2020-01-26
澳门,中国,5,,0,0,2020-01-26
上海市,中国,40,,1,1,2020-01-26
蒙古,中国,7,,0,0,2020-01-26
甘肃省,中国,7,,0,0,2020-01-26
重庆市,中国,75,,0,0,2020-01-26
台湾,中国,4,,0,0,2020-01-26
黑龙江省,中国,15,,0,1,2020-01-26
四川省,中国,44,,0,0,2020-01-26
陕西省,中国,22,,0,0,2020-01-26
广西壮族自治区,中国,36,,0,0,2020-01-26
天津市,中国,14,,0,0,2020-01-26
内蒙古自治区,中国,7,,0,0,2020-01-26
贵州省,中国,5,,0,0,2020-01-26
云南省,中国,16,,0,0,2020-01-26
海南省,中国,22,,0,0,2020-01-26
宁夏回族自治区,中国,4,,0,0,2020-01-26
湖南省,中国,69,,0,0,2020-01-26
山西省,中国,9,,0,0,2020-01-26
新疆维吾尔自治区,中国,4,,0,0,2020-01-26
安徽省,中国,60,,0,0,2020-01-26
澳大利亚,澳大利亚,5,,0,0,2020-01-27
美国,美国,5,,0,0,2020-01-27
法国,法国,3,,0,0,2020-01-27
韩国,韩国,4,,0,0,2020-01-27
加拿大,加拿大,1,,0,0,2020-01-27
马来西亚,马来西亚,3,,0,0,2020-01-27
日本,日本,4,,1,0,2020-01-27
泰国,泰国,7,,2,0,2020-01-27
新加坡,新加坡,4,,0,0,2020-01-27
越南,越南,2,,0,0,2020-01-27
柬埔寨,柬埔寨,1,,0,0,2020-01-27
江苏省,中国,47,,1,0,2020-01-27
河北省,中国,18,,0,1,2020-01-27
广东省,中国,151,,3,0,2020-01-27
江西省,中国,48,,1,0,2020-01-27
河南省,中国,128,,0,1,2020-01-27
浙江省,中国,128,,1,0,2020-01-27
辽宁省,中国,27,,0,0,2020-01-27
福建省,中国,59,,0,0,2020-01-27
北京市,中国,80,,2,1,2020-01-27
湖北省,中国,1423,,47,76,2020-01-27
山东省,中国,75,,1,0,2020-01-27
澳门,中国,6,,0,0,2020-01-27
上海市,中国,53,,3,1,2020-01-27
蒙古,中国,11,,0,0,2020-01-27
甘肃省,中国,14,,0,0,2020-01-27
重庆市,中国,110,,0,0,2020-01-27
香港,中国,8,,0,0,2020-01-27
台湾,中国,5,,0,0,2020-01-27
黑龙江省,中国,21,,0,1,2020-01-27
尼泊尔,尼泊尔,1,,0,0,2020-01-27
四川省,中国,69,,0,0,2020-01-27
陕西省,中国,35,,0,0,2020-01-27
广西壮族自治区,中国,46,,0,0,2020-01-27
天津市,中国,22,,0,0,2020-01-27
内蒙古自治区,中国,11,,0,0,2020-01-27
贵州省,中国,7,,0,0,2020-01-27
云南省,中国,26,,0,0,2020-01-27
海南省,中国,33,,0,1,2020-01-27
宁夏回族自治区,中国,7,,0,0,2020-01-27
湖南省,中国,100,,0,0,2020-01-27
山西省,中国,13,,0,0,2020-01-27
吉林省,中国,6,,0,0,2020-01-27
新疆维吾尔自治区,中国,5,,0,0,2020-01-27
安徽省,中国,70,,0,0,2020-01-27
青海省,中国,6,,0,0,2020-01-27
德国,德国,1,,0,0,2020-01-28
日本,日本,7,,1,0,2020-01-28
泰国,泰国,14,,5,0,2020-01-28
新加坡,新加坡,5,,0,0,2020-01-28
斯里兰卡,斯里兰卡,1,,0,0,2020-01-28
江苏省,中国,70,,1,0,2020-01-28
河北省,中国,33,,0,1,2020-01-28
广东省,中国,207,,4,0,2020-01-28
江西省,中国,72,,3,0,2020-01-28
河南省,中国,168,,0,1,2020-01-28
浙江省,中国,173,,3,0,2020-01-28
辽宁省,中国,34,,0,0,2020-01-28
福建省,中国,80,,0,0,2020-01-28
北京市,中国,91,,4,1,2020-01-28
湖北省,中国,2714,,52,100,2020-01-28
山东省,中国,95,,0,0,2020-01-28
澳门,中国,7,,0,0,2020-01-28
上海市,中国,66,,4,1,2020-01-28
蒙古,中国,15,,0,0,2020-01-28
甘肃省,中国,19,,0,0,2020-01-28
重庆市,中国,132,,0,0,2020-01-28
台湾,中国,8,,0,0,2020-01-28
黑龙江省,中国,30,,0,1,2020-01-28
四川省,中国,90,,0,0,2020-01-28
陕西省,中国,46,,0,0,2020-01-28
广西壮族自治区,中国,51,,2,0,2020-01-28
天津市,中国,24,,0,0,2020-01-28
内蒙古自治区,中国,15,,0,0,2020-01-28
贵州省,中国,9,,0,0,2020-01-28
云南省,中国,44,,0,0,2020-01-28
海南省,中国,40,,0,1,2020-01-28
宁夏回族自治区,中国,11,,0,0,2020-01-28
湖南省,中国,143,,0,0,2020-01-28
山西省,中国,20,,0,0,2020-01-28
吉林省,中国,8,,0,0,2020-01-28
新疆维吾尔自治区,中国,10,,0,0,2020-01-28
安徽省,中国,106,,0,0,2020-01-28
澳大利亚,澳大利亚,7,,0,0,2020-01-29
德国,德国,4,,0,0,2020-01-29
法国,法国,4,,0,0,2020-01-29
加拿大,加拿大,3,,0,0,2020-01-29
马来西亚,马来西亚,7,,0,0,2020-01-29
新加坡,新加坡,10,,0,0,2020-01-29
江苏省,中国,99,,1,0,2020-01-29
河北省,中国,48,,0,1,2020-01-29
广东省,中国,277,,5,0,2020-01-29
江西省,中国,109,,3,0,2020-01-29
河南省,中国,206,,1,2,2020-01-29
浙江省,中国,296,,3,0,2020-01-29
辽宁省,中国,39,,1,0,2020-01-29
福建省,中国,84,,0,0,2020-01-29
北京市,中国,111,,4,1,2020-01-29
湖北省,中国,3554,,87,125,2020-01-29
山东省,中国,130,,1,0,2020-01-29
上海市,中国,96,,5,1,2020-01-29
阿联酋,阿联酋,1,,0,0,2020-01-29
蒙古,中国,16,,0,0,2020-01-29
甘肃省,中国,24,,0,0,2020-01-29
重庆市,中国,147,,1,0,2020-01-29
香港,中国,10,,0,0,2020-01-29
黑龙江省,中国,38,,0,1,2020-01-29
四川省,中国,108,,1,1,2020-01-29
陕西省,中国,56,,0,0,2020-01-29
广西壮族自治区,中国,58,,2,0,2020-01-29
天津市,中国,27,,0,0,2020-01-29
内蒙古自治区,中国,16,,0,0,2020-01-29
贵州省,中国,9,,1,0,2020-01-29
云南省,中国,55,,0,0,2020-01-29
海南省,中国,43,,0,1,2020-01-29
宁夏回族自治区,中国,12,,0,0,2020-01-29
湖南省,中国,221,,0,0,2020-01-29
山西省,中国,27,,1,0,2020-01-29
吉林省,中国,9,,0,0,2020-01-29
新疆维吾尔自治区,中国,13,,0,0,2020-01-29
安徽省,中国,152,,2,0,2020-01-29
西藏自治区,中国,0,,0,0,2020-01-29
澳大利亚,澳大利亚,8,,2,0,2020-01-30
法国,法国,5,,0,0,2020-01-30
马来西亚,马来西亚,8,,0,0,2020-01-30
日本,日本,11,,1,0,2020-01-30
芬兰,芬兰,1,,0,0,2020-01-30
印度,印度,1,,0,0,2020-01-30
江苏省,中国,129,,1,0,2020-01-30
河北省,中国,65,,0,1,2020-01-30
广东省,中国,354,,10,0,2020-01-30
江西省,中国,162,,5,0,2020-01-30
河南省,中国,278,,2,2,2020-01-30
浙江省,中国,428,,4,0,2020-01-30
辽宁省,中国,41,,1,0,2020-01-30
福建省,中国,101,,0,0,2020-01-30
北京市,中国,114,,4,1,2020-01-30
湖北省,中国,4903,,90,162,2020-01-30
山东省,中国,158,,1,0,2020-01-30
上海市,中国,112,,5,1,2020-01-30
阿联酋,阿联酋,4,,0,0,2020-01-30
蒙古,中国,18,,0,0,2020-01-30
甘肃省,中国,26,,0,0,2020-01-30
重庆市,中国,182,,1,0,2020-01-30
台湾,中国,9,,0,0,2020-01-30
黑龙江省,中国,44,,0,2,2020-01-30
四川省,中国,142,,1,1,2020-01-30
陕西省,中国,63,,0,0,2020-01-30
广西壮族自治区,中国,78,,2,0,2020-01-30
天津市,中国,31,,0,0,2020-01-30
内蒙古自治区,中国,18,,0,0,2020-01-30
贵州省,中国,12,,1,0,2020-01-30
云南省,中国,70,,0,0,2020-01-30
海南省,中国,46,,1,1,2020-01-30
宁夏回族自治区,中国,17,,0,0,2020-01-30
湖南省,中国,277,,2,0,2020-01-30
山西省,中国,35,,1,0,2020-01-30
吉林省,中国,14,,1,0,2020-01-30
新疆维吾尔自治区,中国,14,,0,0,2020-01-30
安徽省,中国,200,,2,0,2020-01-30
青海省,中国,8,,0,0,2020-01-30
西藏自治区,中国,1,,0,0,2020-01-30
澳大利亚,澳大利亚,9,,2,0,2020-01-31
意大利,意大利,2,,0,0,2020-01-31
美国,美国,6,,0,0,2020-01-31
德国,德国,5,,0,0,2020-01-31
韩国,韩国,11,,0,0,2020-01-31
英国,英国,2,,0,0,2020-01-31
日本,日本,15,,1,0,2020-01-31
泰国,泰国,19,,5,0,2020-01-31
俄罗斯,俄罗斯,2,,0,0,2020-01-31
新加坡,新加坡,13,,0,0,2020-01-31
江苏省,中国,168,,5,0,2020-01-31
河北省,中国,82,,0,1,2020-01-31
广东省,中国,436,,11,0,2020-01-31
江西省,中国,240,,7,0,2020-01-31
河南省,中国,352,,3,2,2020-01-31
浙江省,中国,538,,14,0,2020-01-31
辽宁省,中国,48,,1,0,2020-01-31
福建省,中国,120,,0,0,2020-01-31
北京市,中国,139,,5,1,2020-01-31
湖北省,中国,5806,,141,204,2020-01-31
山东省,中国,184,,2,0,2020-01-31
上海市,中国,135,,9,1,2020-01-31
蒙古,中国,20,,1,0,2020-01-31
甘肃省,中国,29,,0,0,2020-01-31
重庆市,中国,211,,1,0,2020-01-31
香港,中国,12,,0,0,2020-01-31
台湾,中国,10,,0,0,2020-01-31
黑龙江省,中国,59,,0,2,2020-01-31
四川省,中国,177,,1,1,2020-01-31
陕西省,中国,87,,0,0,2020-01-31
广西壮族自治区,中国,87,,2,0,2020-01-31
天津市,中国,32,,0,0,2020-01-31
内蒙古自治区,中国,20,,1,0,2020-01-31
贵州省,中国,29,,2,0,2020-01-31
云南省,中国,83,,1,0,2020-01-31
海南省,中国,52,,1,1,2020-01-31
宁夏回族自治区,中国,21,,0,0,2020-01-31
湖南省,中国,332,,2,0,2020-01-31
山西省,中国,39,,1,0,2020-01-31
吉林省,中国,14,,1,0,2020-01-31
新疆维吾尔自治区,中国,17,,0,0,2020-01-31
安徽省,中国,237,,3,0,2020-01-31
青海省,中国,8,,0,0,2020-01-31
澳大利亚,澳大利亚,9,,2,0,2020-02-01
意大利,意大利,2,,0,0,2020-02-01
美国,美国,6,,0,0,2020-02-01
德国,德国,1,,0,0,2020-02-01
西班牙,西班牙,7,,0,0,2020-02-01
法国,法国,6,,0,0,2020-02-01
韩国,韩国,12,,0,0,2020-02-01
英国,英国,2,,0,0,2020-02-01
瑞典,瑞典,1,,0,0,2020-02-01
加拿大,加拿大,4,,0,0,2020-02-01
马来西亚,马来西亚,8,,0,0,2020-02-01
日本,日本,20,,1,0,2020-02-01
芬兰,芬兰,1,,0,0,2020-02-01
泰国,泰国,19,,5,0,2020-02-01
俄罗斯,俄罗斯,2,,0,0,2020-02-01
印度,印度,1,,0,0,2020-02-01
菲律宾,菲律宾,1,,0,0,2020-02-01
新加坡,新加坡,16,,0,0,2020-02-01
越南,越南,6,,1,0,2020-02-01
柬埔寨,柬埔寨,1,,0,0,2020-02-01
斯里兰卡,斯里兰卡,1,,0,0,2020-02-01
江苏省,中国,202,,6,0,2020-02-01
河北省,中国,96,,0,1,2020-02-01
广东省,中国,535,,14,0,2020-02-01
江西省,中国,286,,9,0,2020-02-01
河南省,中国,422,,3,2,2020-02-01
浙江省,中国,599,,21,0,2020-02-01
辽宁省,中国,64,,1,0,2020-02-01
福建省,中国,144,,0,0,2020-02-01
北京市,中国,168,,9,1,2020-02-01
湖北省,中国,7153,,168,249,2020-02-01
山东省,中国,206,,3,0,2020-02-01
上海市,中国,169,,10,1,2020-02-01
阿联酋,阿联酋,4,,0,0,2020-02-01
蒙古,中国,23,,1,0,2020-02-01
甘肃省,中国,40,,0,0,2020-02-01
重庆市,中国,247,,3,1,2020-02-01
香港,中国,13,,0,0,2020-02-01
黑龙江省,中国,80,,2,2,2020-02-01
尼泊尔,尼泊尔,1,,0,0,2020-02-01
四川省,中国,207,,3,1,2020-02-01
陕西省,中国,101,,0,0,2020-02-01
广西壮族自治区,中国,100,,2,0,2020-02-01
天津市,中国,41,,0,0,2020-02-01
内蒙古自治区,中国,23,,1,0,2020-02-01
云南省,中国,93,,2,0,2020-02-01
海南省,中国,62,,1,1,2020-02-01
宁夏回族自治区,中国,26,,0,0,2020-02-01
湖南省,中国,389,,8,0,2020-02-01
山西省,中国,47,,1,0,2020-02-01
吉林省,中国,17,,1,0,2020-02-01
新疆维吾尔自治区,中国,18,,0,0,2020-02-01
安徽省,中国,297,,5,0,2020-02-01
青海省,中国,9,,0,0,2020-02-01
澳大利亚,澳大利亚,12,,2,0,2020-02-02
美国,美国,8,,0,0,2020-02-02
德国,德国,10,,0,0,2020-02-02
韩国,韩国,15,,0,0,2020-02-02
印度,印度,2,,0,0,2020-02-02
菲律宾,菲律宾,2,,0,1,2020-02-02
新加坡,新加坡,18,,0,0,2020-02-02
江苏省,中国,236,,7,0,2020-02-02
河北省,中国,104,,3,1,2020-02-02
广东省,中国,632,,15,0,2020-02-02
江西省,中国,333,,12,0,2020-02-02
河南省,中国,493,,10,2,2020-02-02
浙江省,中国,661,,32,0,2020-02-02
辽宁省,中国,70,,1,0,2020-02-02
福建省,中国,159,,0,0,2020-02-02
北京市,中国,191,,9,1,2020-02-02
湖北省,中国,9074,,267,294,2020-02-02
山东省,中国,230,,6,0,2020-02-02
澳门,中国,8,,0,0,2020-02-02
上海市,中国,182,,10,1,2020-02-02
阿联酋,阿联酋,5,,0,0,2020-02-02
蒙古,中国,27,,1,0,2020-02-02
甘肃省,中国,40,,3,0,2020-02-02
重庆市,中国,275,,7,1,2020-02-02
香港,中国,14,,0,0,2020-02-02
黑龙江省,中国,95,,2,2,2020-02-02
四川省,中国,231,,11,1,2020-02-02
陕西省,中国,116,,0,0,2020-02-02
广西壮族自治区,中国,111,,2,0,2020-02-02
天津市,中国,48,,1,0,2020-02-02
内蒙古自治区,中国,27,,1,0,2020-02-02
贵州省,中国,38,,2,0,2020-02-02
云南省,中国,105,,3,0,2020-02-02
海南省,中国,64,,4,1,2020-02-02
宁夏回族自治区,中国,28,,0,0,2020-02-02
湖南省,中国,463,,16,0,2020-02-02
山西省,中国,56,,2,0,2020-02-02
吉林省,中国,23,,1,0,2020-02-02
新疆维吾尔自治区,中国,21,,0,0,2020-02-02
安徽省,中国,340,,7,0,2020-02-02
青海省,中国,11,,0,0,2020-02-02
西藏自治区,中国,1,,0,0,2020-02-02
美国,美国,9,,0,0,2020-02-03
江苏省,中国,271,,8,0,2020-02-03
河北省,中国,113,,3,1,2020-02-03
广东省,中国,725,,21,0,2020-02-03
江西省,中国,391,,18,0,2020-02-03
河南省,中国,566,,16,2,2020-02-03
浙江省,中国,724,,43,0,2020-02-03
辽宁省,中国,74,,1,0,2020-02-03
福建省,中国,179,,1,0,2020-02-03
北京市,中国,212,,12,1,2020-02-03
湖北省,中国,11177,,300,350,2020-02-03
山东省,中国,259,,7,0,2020-02-03
上海市,中国,203,,10,1,2020-02-03
蒙古,中国,34,,1,0,2020-02-03
甘肃省,中国,51,,3,0,2020-02-03
重庆市,中国,312,,8,2,2020-02-03
香港,中国,15,,0,0,2020-02-03
黑龙江省,中国,121,,2,2,2020-02-03
四川省,中国,254,,14,1,2020-02-03
陕西省,中国,128,,0,0,2020-02-03
广西壮族自治区,中国,127,,7,0,2020-02-03
天津市,中国,60,,1,0,2020-02-03
内蒙古自治区,中国,34,,1,0,2020-02-03
贵州省,中国,46,,2,0,2020-02-03
云南省,中国,114,,5,0,2020-02-03
海南省,中国,72,,4,1,2020-02-03
宁夏回族自治区,中国,31,,1,0,2020-02-03
湖南省,中国,521,,22,0,2020-02-03
山西省,中国,66,,2,0,2020-02-03
吉林省,中国,31,,1,0,2020-02-03
新疆维吾尔自治区,中国,24,,0,0,2020-02-03
安徽省,中国,408,,14,0,2020-02-03
青海省,中国,13,,0,0,2020-02-03
澳大利亚,澳大利亚,13,,2,0,2020-02-04
美国,美国,11,,0,0,2020-02-04
德国,德国,12,,0,0,2020-02-04
韩国,韩国,16,,0,0,2020-02-04
比利时,比利时,1,,0,0,2020-02-04
马来西亚,马来西亚,10,,0,0,2020-02-04
泰国,泰国,25,,5,0,2020-02-04
印度,印度,3,,0,0,2020-02-04
新加坡,新加坡,24,,0,0,2020-02-04
越南,越南,10,,1,0,2020-02-04
江苏省,中国,308,,12,0,2020-02-04
河北省,中国,126,,4,1,2020-02-04
广东省,中国,813,,30,0,2020-02-04
江西省,中国,476,,20,0,2020-02-04
河南省,中国,675,,27,2,2020-02-04
浙江省,中国,829,,62,0,2020-02-04
辽宁省,中国,81,,2,0,2020-02-04
福建省,中国,194,,3,0,2020-02-04
北京市,中国,228,,23,1,2020-02-04
湖北省,中国,13522,,397,414,2020-02-04
山东省,中国,275,,11,0,2020-02-04
澳门,中国,10,,0,0,2020-02-04
上海市,中国,219,,12,1,2020-02-04
蒙古,中国,35,,1,0,2020-02-04
甘肃省,中国,57,,4,0,2020-02-04
重庆市,中国,344,,9,2,2020-02-04
香港,中国,17,,0,1,2020-02-04
台湾,中国,11,,0,0,2020-02-04
黑龙江省,中国,155,,4,2,2020-02-04
四川省,中国,282,,14,1,2020-02-04
陕西省,中国,142,,2,0,2020-02-04
广西壮族自治区,中国,139,,10,0,2020-02-04
天津市,中国,67,,2,0,2020-02-04
内蒙古自治区,中国,35,,1,0,2020-02-04
贵州省,中国,58,,2,0,2020-02-04
云南省,中国,119,,5,0,2020-02-04
海南省,中国,80,,5,1,2020-02-04
宁夏回族自治区,中国,34,,1,0,2020-02-04
湖南省,中国,593,,31,0,2020-02-04
山西省,中国,74,,4,0,2020-02-04
吉林省,中国,42,,1,0,2020-02-04
新疆维吾尔自治区,中国,29,,0,0,2020-02-04
安徽省,中国,480,,20,0,2020-02-04
青海省,中国,15,,0,0,2020-02-04
西藏自治区,中国,1,,0,0,2020-02-04
韩国,韩国,19,,0,0,2020-02-05
加拿大,加拿大,5,,0,0,2020-02-05
马来西亚,马来西亚,12,,0,0,2020-02-05
日本,日本,35,,1,0,2020-02-05
江苏省,中国,341,,23,0,2020-02-05
河北省,中国,135,,6,1,2020-02-05
广东省,中国,895,,49,0,2020-02-05
江西省,中国,548,,27,0,2020-02-05
河南省,中国,764,,47,2,2020-02-05
浙江省,中国,895,,78,0,2020-02-05
辽宁省,中国,89,,4,0,2020-02-05
福建省,中国,205,,11,0,2020-02-05
北京市,中国,253,,24,1,2020-02-05
湖北省,中国,16678,,536,479,2020-02-05
山东省,中国,307,,15,0,2020-02-05
上海市,中国,243,,15,1,2020-02-05
蒙古,中国,42,,3,0,2020-02-05
甘肃省,中国,57,,6,0,2020-02-05
重庆市,中国,376,,15,2,2020-02-05
香港,中国,21,,0,1,2020-02-05
黑龙江省,中国,190,,7,2,2020-02-05
四川省,中国,301,,24,1,2020-02-05
陕西省,中国,165,,6,0,2020-02-05
广西壮族自治区,中国,150,,13,0,2020-02-05
天津市,中国,69,,2,1,2020-02-05
内蒙古自治区,中国,42,,3,0,2020-02-05
贵州省,中国,64,,9,1,2020-02-05
云南省,中国,124,,5,0,2020-02-05
海南省,中国,91,,5,1,2020-02-05
湖南省,中国,661,,54,0,2020-02-05
山西省,中国,81,,5,0,2020-02-05
吉林省,中国,54,,2,0,2020-02-05
新疆维吾尔自治区,中国,32,,0,0,2020-02-05
安徽省,中国,530,,23,0,2020-02-05
青海省,中国,17,,3,0,2020-02-05
澳大利亚,澳大利亚,14,,2,0,2020-02-06
美国,美国,12,,0,0,2020-02-06
韩国,韩国,23,,0,0,2020-02-06
日本,日本,45,,1,0,2020-02-06
新加坡,新加坡,28,,0,0,2020-02-06
江苏省,中国,373,,34,0,2020-02-06
河北省,中国,157,,13,1,2020-02-06
广东省,中国,970,,69,0,2020-02-06
江西省,中国,600,,37,0,2020-02-06
河南省,中国,851,,56,2,2020-02-06
浙江省,中国,954,,94,0,2020-02-06
辽宁省,中国,94,,5,0,2020-02-06
福建省,中国,215,,14,0,2020-02-06
北京市,中国,274,,31,1,2020-02-06
湖北省,中国,19665,,712,549,2020-02-06
山东省,中国,347,,27,0,2020-02-06
澳门,中国,10,,1,0,2020-02-06
上海市,中国,257,,25,1,2020-02-06
蒙古,中国,46,,4,0,2020-02-06
甘肃省,中国,62,,6,0,2020-02-06
重庆市,中国,400,,24,2,2020-02-06
香港,中国,24,,0,1,2020-02-06
台湾,中国,16,,1,0,2020-02-06
黑龙江省,中国,227,,8,3,2020-02-06
四川省,中国,321,,31,1,2020-02-06
陕西省,中国,173,,9,0,2020-02-06
广西壮族自治区,中国,168,,14,0,2020-02-06
天津市,中国,78,,2,1,2020-02-06
内蒙古自治区,中国,46,,4,0,2020-02-06
贵州省,中国,71,,6,1,2020-02-06
云南省,中国,133,,7,0,2020-02-06
海南省,中国,106,,8,1,2020-02-06
宁夏回族自治区,中国,40,,1,0,2020-02-06
湖南省,中国,711,,81,0,2020-02-06
山西省,中国,90,,12,0,2020-02-06
吉林省,中国,59,,4,0,2020-02-06
新疆维吾尔自治区,中国,36,,0,0,2020-02-06
安徽省,中国,591,,34,0,2020-02-06
青海省,中国,18,,3,0,2020-02-06
澳大利亚,澳大利亚,15,,2,0,2020-02-07
韩国,韩国,24,,1,0,2020-02-07
马来西亚,马来西亚,12,,1,0,2020-02-07
日本,日本,86,,1,0,2020-02-07
新加坡,新加坡,30,,0,0,2020-02-07
江苏省,中国,408,,43,0,2020-02-07
河北省,中国,172,,22,1,2020-02-07
广东省,中国,1034,,88,1,2020-02-07
江西省,中国,661,,45,0,2020-02-07
河南省,中国,914,,86,3,2020-02-07
浙江省,中国,1006,,123,0,2020-02-07
辽宁省,中国,99,,7,0,2020-02-07
福建省,中国,224,,20,0,2020-02-07
北京市,中国,297,,33,1,2020-02-07
湖北省,中国,22112,,867,618,2020-02-07
山东省,中国,386,,37,0,2020-02-07
上海市,中国,277,,30,1,2020-02-07
蒙古,中国,50,,5,0,2020-02-07
甘肃省,中国,67,,9,0,2020-02-07
重庆市,中国,415,,31,2,2020-02-07
